player_name,sport,league,avg_annual_pay,agency_name,agency_url
Keir Thomas,Football,NFL,1030000,Goal Line Football,https://www.athleteagent.com/agencies/116/clients
LaCale London,Football,NFL,960000,Goal Line Football,https://www.athleteagent.com/agencies/116/clients
Levi Drake Rodriguez,Football,NFL,1031497,Goal Line Football,https://www.athleteagent.com/agencies/116/clients
Nick Whiteside,Football,NFL,840000,Goal Line Football,https://www.athleteagent.com/agencies/116/clients
Rasheen Ali,Football,NFL,1077467,Goal Line Football,https://www.athleteagent.com/agencies/116/clients
Seth Coleman,Football,NFL,0,Goal Line Football,https://www.athleteagent.com/agencies/116/clients
Tre Stewart,Football,NFL,0,Goal Line Football,https://www.athleteagent.com/agencies/116/clients
Tyler Goodson,Football,NFL,1030000,Goal Line Football,https://www.athleteagent.com/agencies/116/clients
Van Jefferson,Football,NFL,1670000,Goal Line Football,https://www.athleteagent.com/agencies/116/clients
Ben Dooley,Football,NFL,990333,Golden Gate Sports,https://www.athleteagent.com/agencies/1302/clients
Amari Kight,Football,NFL,922500,Grady Sports Agency,https://www.athleteagent.com/agencies/119/clients
Braden Fiske,Football,NFL,2352531,Grady Sports Agency,https://www.athleteagent.com/agencies/119/clients
Desmond Watson,Football,NFL,0,Grady Sports Agency,https://www.athleteagent.com/agencies/119/clients
Donovan Jennings,Football,NFL,840000,Grady Sports Agency,https://www.athleteagent.com/agencies/119/clients
Elijah Roberts,Football,NFL,1152448,Grady Sports Agency,https://www.athleteagent.com/agencies/119/clients
Grant Stuard,Football,NFL,889061,Grady Sports Agency,https://www.athleteagent.com/agencies/119/clients
Jason Pinnock,Football,NFL,937613,Grady Sports Agency,https://www.athleteagent.com/agencies/119/clients
Jaylin Lane,Football,NFL,1278463,Grady Sports Agency,https://www.athleteagent.com/agencies/119/clients
Micah Abraham,Football,NFL,0,Grady Sports Agency,https://www.athleteagent.com/agencies/119/clients
Reddy Steward,Football,NFL,840000,Grady Sports Agency,https://www.athleteagent.com/agencies/119/clients
Austin Booker,Football,NFL,1092285,Grand Central Sports Management,https://www.athleteagent.com/agencies/380/clients
CJ West,Football,NFL,1302772,Grand Central Sports Management,https://www.athleteagent.com/agencies/380/clients
Cam Jones,Football,NFL,903333,Grand Central Sports Management,https://www.athleteagent.com/agencies/380/clients
Carson Steele,Football,NFL,0,Grand Central Sports Management,https://www.athleteagent.com/agencies/380/clients
DJ Thomas-Jones,Football,NFL,0,Grand Central Sports Management,https://www.athleteagent.com/agencies/380/clients
Dean Clark,Football,NFL,0,Grand Central Sports Management,https://www.athleteagent.com/agencies/380/clients
Evan Williams,Football,NFL,1205720,Grand Central Sports Management,https://www.athleteagent.com/agencies/380/clients
Jaylin Simpson,Football,NFL,0,Grand Central Sports Management,https://www.athleteagent.com/agencies/380/clients
Jerrod Clark,Football,NFL,900000,Grand Central Sports Management,https://www.athleteagent.com/agencies/380/clients
Mitchell Tinsley,Football,NFL,903333,Grand Central Sports Management,https://www.athleteagent.com/agencies/380/clients
Monaray Baldwin,Football,NFL,0,Grand Central Sports Management,https://www.athleteagent.com/agencies/380/clients
Que Robinson,Football,NFL,1263564,Grand Central Sports Management,https://www.athleteagent.com/agencies/380/clients
Tashawn Manning,Football,NFL,905000,Grand Central Sports Management,https://www.athleteagent.com/agencies/380/clients
Tylan Grable,Football,NFL,0,Grand Central Sports Management,https://www.athleteagent.com/agencies/380/clients
Kristian Wilkerson,Football,NFL,1147500,Green Destiny Athletics,https://www.athleteagent.com/agencies/1187/clients
Kevin Givens,Football,NFL,0,Greyshot,https://www.athleteagent.com/agencies/1304/clients
Kana'i Mauga,Football,NFL,0,HD Sports,https://www.athleteagent.com/agencies/1274/clients
David Martin-Robinson,Football,NFL,945833,HOF Player Representatives,https://www.athleteagent.com/agencies/432/clients
Demone Harris,Football,NFL,855000,HOF Player Representatives,https://www.athleteagent.com/agencies/432/clients
Kristian Wilkerson,Football,NFL,1147500,HOF Player Representatives,https://www.athleteagent.com/agencies/432/clients
Nate Hobbs,Football,NFL,945763,HOF Player Representatives,https://www.athleteagent.com/agencies/432/clients
Popo Aumavae,Football,NFL,948333,HOF Player Representatives,https://www.athleteagent.com/agencies/432/clients
Ricky Barber,Football,NFL,0,HOF Player Representatives,https://www.athleteagent.com/agencies/432/clients
Shaun Dolac,Football,NFL,996667,HOF Player Representatives,https://www.athleteagent.com/agencies/432/clients
Tremon Smith,Football,NFL,2500000,HOF Player Representatives,https://www.athleteagent.com/agencies/432/clients
Marvin Harrison Jr.,Football,NFL,7074948,Harrison Incorporated,https://www.athleteagent.com/agencies/1158/clients
Emeka Egbuka,Football,NFL,4543183,Henry Egbuka,https://www.athleteagent.com/agencies/1313/clients
Treyton Welch,Football,NFL,0,Higher Calling Sports,https://www.athleteagent.com/agencies/1192/clients
Ketron Jackson Jr.,Football,NFL,0,Hornbrook Law Firm,https://www.athleteagent.com/agencies/1271/clients
Jake Elliott,Football,NFL,6000000,Hungry Dog Marketing,https://www.athleteagent.com/agencies/1145/clients
Adam Thielen,Football,NFL,8333333,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Amar Johnson,Football,NFL,0,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Blake Cashman,Football,NFL,7500000,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
C.J. Ham,Football,NFL,4325000,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Cody Lindenberg,Football,NFL,1085292,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
DJ Giddens,Football,NFL,1156186,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Daniel Ekuale,Football,NFL,2800000,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Frankie Luvu,Football,NFL,10333333,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Harrison Smith,Football,NFL,16000000,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Jalyn Holmes,Football,NFL,1170000,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Jaylen Wright,Football,NFL,1195005,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
John Kelly,Football,NFL,0,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Jonathan Allen,Football,NFL,17000000,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Jordan Turner,Football,NFL,0,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Kris Boyd,Football,NFL,1600000,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Malik Taylor,Football,NFL,610000,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Omar Brown,Football,NFL,0,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Rachaad White,Football,NFL,1282500,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Ray-Ray McCloud,Football,NFL,2000000,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Tahj Brooks,Football,NFL,1107714,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Tarheeb Still,Football,NFL,1098930,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Tommy Togiai,Football,NFL,0,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Trey Taylor,Football,NFL,0,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Tyler Johnson,Football,NFL,1170000,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Xavier Thomas,Football,NFL,0,IFA (The Institute for Athletes),https://www.athleteagent.com/agencies/301/clients
Ben VanSumeren,Football,NFL,1055000,IHC Sports,https://www.athleteagent.com/agencies/136/clients
Brady Christensen,Football,NFL,1290819,IHC Sports,https://www.athleteagent.com/agencies/136/clients
Calvin Throckmorton,Football,NFL,1170000,IHC Sports,https://www.athleteagent.com/agencies/136/clients
Colby Sorsdal,Football,NFL,1040021,IHC Sports,https://www.athleteagent.com/agencies/136/clients
Drake Nugent,Football,NFL,0,IHC Sports,https://www.athleteagent.com/agencies/136/clients
Elijah Klein,Football,NFL,1039597,IHC Sports,https://www.athleteagent.com/agencies/136/clients
Jamarco Jones,Football,NFL,1100000,IHC Sports,https://www.athleteagent.com/agencies/136/clients
John FitzPatrick,Football,NFL,1500000,IHC Sports,https://www.athleteagent.com/agencies/136/clients
Josh Myers,Football,NFL,1395034,IHC Sports,https://www.athleteagent.com/agencies/136/clients
Josh Sills,Football,NFL,856667,IHC Sports,https://www.athleteagent.com/agencies/136/clients
Kilian Zierer,Football,NFL,0,IHC Sports,https://www.athleteagent.com/agencies/136/clients
Luke Farrell,Football,NFL,5250000,IHC Sports,https://www.athleteagent.com/agencies/136/clients
Luke Haggard,Football,NFL,922500,IHC Sports,https://www.athleteagent.com/agencies/136/clients
Matt Sokol,Football,NFL,0,IHC Sports,https://www.athleteagent.com/agencies/136/clients
PJ Mustipher,Football,NFL,960000,IHC Sports,https://www.athleteagent.com/agencies/136/clients
Tyler McLellan,Football,NFL,0,IHC Sports,https://www.athleteagent.com/agencies/136/clients
Zachary Thomas,Football,NFL,1283884,IHC Sports,https://www.athleteagent.com/agencies/136/clients
DeAndre Hopkins,Football,NFL,5000000,IMG,https://www.athleteagent.com/agencies/922/clients
Cam Riley,Football,NFL,0,IV Life Management,https://www.athleteagent.com/agencies/1185/clients
Shedrick Jackson,Football,NFL,0,IV Life Management,https://www.athleteagent.com/agencies/1185/clients
Christian Holmes,Football,NFL,0,Iconic Sports Group,https://www.athleteagent.com/agencies/488/clients
Thomas Harper,Football,NFL,946667,Iconic Sports Group,https://www.athleteagent.com/agencies/488/clients
Rush Reimer,Football,NFL,0,Imani Sports,https://www.athleteagent.com/agencies/131/clients
Tommy Mellott,Football,NFL,0,Imani Sports,https://www.athleteagent.com/agencies/131/clients
Ben Skowronek,Football,NFL,891131,Independent Sports & Entertainment,https://www.athleteagent.com/agencies/481/clients
Cody White,Football,NFL,660000,Independent Sports & Entertainment,https://www.athleteagent.com/agencies/481/clients
Deommodore Lenoir,Football,NFL,941218,Independent Sports & Entertainment,https://www.athleteagent.com/agencies/481/clients
Deuce Vaughn,Football,NFL,993334,Independent Sports & Entertainment,https://www.athleteagent.com/agencies/481/clients
Ivan Pace Jr.,Football,NFL,905000,Independent Sports & Entertainment,https://www.athleteagent.com/agencies/481/clients
Jared Ivey,Football,NFL,993333,Independent Sports & Entertainment,https://www.athleteagent.com/agencies/481/clients
Leonard Williams,Football,NFL,21500000,Independent Sports & Entertainment,https://www.athleteagent.com/agencies/481/clients
Malaesala Aumavae-Laulu,Football,NFL,1003298,Independent Sports & Entertainment,https://www.athleteagent.com/agencies/481/clients
Marcus Bryant,Football,NFL,1087082,Independent Sports & Entertainment,https://www.athleteagent.com/agencies/481/clients
Mike Onwenu,Football,NFL,874369,Independent Sports & Entertainment,https://www.athleteagent.com/agencies/481/clients
Skyy Moore,Football,NFL,1612625,Independent Sports & Entertainment,https://www.athleteagent.com/agencies/481/clients
Trey Hill,Football,NFL,1100000,Independent Sports & Entertainment,https://www.athleteagent.com/agencies/481/clients
Walter Rouse,Football,NFL,1061648,Independent Sports & Entertainment,https://www.athleteagent.com/agencies/481/clients
Yaya Diaby,Football,NFL,1366353,Independent Sports & Entertainment,https://www.athleteagent.com/agencies/481/clients
Chris Blair,Football,NFL,750000,Innovation Sports Management,https://www.athleteagent.com/agencies/470/clients
Denico Autry,Football,NFL,10000000,Innovation Sports Management,https://www.athleteagent.com/agencies/470/clients
J.T. Gray,Football,NFL,3366667,Innovation Sports Management,https://www.athleteagent.com/agencies/470/clients
Jaden Crumedy,Football,NFL,0,Innovation Sports Management,https://www.athleteagent.com/agencies/470/clients
Jalen McKenzie,Football,NFL,0,Innovation Sports Management,https://www.athleteagent.com/agencies/470/clients
Keith Cooper Jr.,Football,NFL,0,Innovation Sports Management,https://www.athleteagent.com/agencies/470/clients
Mario Edwards,Football,NFL,9500000,Innovation Sports Management,https://www.athleteagent.com/agencies/470/clients
Nate Thomas,Football,NFL,1031493,Innovation Sports Management,https://www.athleteagent.com/agencies/470/clients
Nathan Thomas,Football,NFL,0,Innovation Sports Management,https://www.athleteagent.com/agencies/470/clients
Nathaniel Watson,Football,NFL,877500,Innovation Sports Management,https://www.athleteagent.com/agencies/470/clients
Preston Smith,Football,NFL,1255000,Innovation Sports Management,https://www.athleteagent.com/agencies/470/clients
Robert Beal Jr.,Football,NFL,1030000,Innovation Sports Management,https://www.athleteagent.com/agencies/470/clients
Rodney Edwards,Football,NFL,0,Innovation Sports Management,https://www.athleteagent.com/agencies/470/clients
Alex Ward,Football,NFL,900000,International Sports Advisors,https://www.athleteagent.com/agencies/467/clients
Corey Bojorquez,Football,NFL,2000000,International Sports Advisors,https://www.athleteagent.com/agencies/467/clients
Eddie Czaplicki,Football,NFL,0,International Sports Advisors,https://www.athleteagent.com/agencies/467/clients
Ethan Evans,Football,NFL,987001,International Sports Advisors,https://www.athleteagent.com/agencies/467/clients
Jason Myers,Football,NFL,3862500,International Sports Advisors,https://www.athleteagent.com/agencies/467/clients
Joe Cardona,Football,NFL,1575000,International Sports Advisors,https://www.athleteagent.com/agencies/467/clients
Josh Harris,Football,NFL,1400000,International Sports Advisors,https://www.athleteagent.com/agencies/467/clients
Rigoberto Sanchez,Football,NFL,2500000,International Sports Advisors,https://www.athleteagent.com/agencies/467/clients
Riley Patterson,Football,NFL,0,International Sports Advisors,https://www.athleteagent.com/agencies/467/clients
Younghoe Koo,Football,NFL,4850000,International Sports Advisors,https://www.athleteagent.com/agencies/467/clients
Zach Triner,Football,NFL,1172500,International Sports Advisors,https://www.athleteagent.com/agencies/467/clients
Brandon Crenshaw-Dickson,Football,NFL,840000,International Sports Agency,https://www.athleteagent.com/agencies/469/clients
Carl Jones Jr.,Football,NFL,0,International Sports Agency,https://www.athleteagent.com/agencies/469/clients
Emmanuel Pregnon,Football,NFL,1708997,International Sports Agency,https://www.athleteagent.com/agencies/469/clients
Isaiah Raikes,Football,NFL,0,International Sports Agency,https://www.athleteagent.com/agencies/469/clients
Jack Wilson,Football,NFL,922500,International Sports Agency,https://www.athleteagent.com/agencies/469/clients
Jamie Gillan,Football,NFL,3000000,International Sports Agency,https://www.athleteagent.com/agencies/469/clients
Marcus Epps,Football,NFL,1170000,International Sports Agency,https://www.athleteagent.com/agencies/469/clients
Neal Johnson,Football,NFL,0,International Sports Agency,https://www.athleteagent.com/agencies/469/clients
Patrick McMorris,Football,NFL,0,International Sports Agency,https://www.athleteagent.com/agencies/469/clients
Segun Olubi,Football,NFL,1030000,International Sports Agency,https://www.athleteagent.com/agencies/469/clients
Shane Watts,Football,NFL,0,International Sports Agency,https://www.athleteagent.com/agencies/469/clients
Solomon Byrd,Football,NFL,0,International Sports Agency,https://www.athleteagent.com/agencies/469/clients
Trikweze Bridges,Football,NFL,1075418,International Sports Agency,https://www.athleteagent.com/agencies/469/clients
Tyler Hall,Football,NFL,0,International Sports Agency,https://www.athleteagent.com/agencies/469/clients
Winston Reid,Football,NFL,960000,International Sports Agency,https://www.athleteagent.com/agencies/469/clients
Jayden Price,Football,NFL,0,J Decker Sports,https://www.athleteagent.com/agencies/1298/clients
Amani Hooker,Football,NFL,8250000,JB Sports,https://www.athleteagent.com/agencies/141/clients
Anthony Nelson,Football,NFL,5000000,JB Sports,https://www.athleteagent.com/agencies/141/clients
Caden Prieskorn,Football,NFL,0,JB Sports,https://www.athleteagent.com/agencies/141/clients
Caleb Lohner,Football,NFL,0,JB Sports,https://www.athleteagent.com/agencies/141/clients
Charlie Heck,Football,NFL,1570000,JB Sports,https://www.athleteagent.com/agencies/141/clients
Connor Colby,Football,NFL,1075418,JB Sports,https://www.athleteagent.com/agencies/141/clients
Daniel Bellinger,Football,NFL,1113276,JB Sports,https://www.athleteagent.com/agencies/141/clients
Geno Stone,Football,NFL,1500000,JB Sports,https://www.athleteagent.com/agencies/141/clients
George Kittle,Football,NFL,19100000,JB Sports,https://www.athleteagent.com/agencies/141/clients
Gunnar Helm,Football,NFL,1293227,JB Sports,https://www.athleteagent.com/agencies/141/clients
Hayden Rucci,Football,NFL,0,JB Sports,https://www.athleteagent.com/agencies/141/clients
Hunter Wohler,Football,NFL,1082767,JB Sports,https://www.athleteagent.com/agencies/141/clients
Jake Ferguson,Football,NFL,1091221,JB Sports,https://www.athleteagent.com/agencies/141/clients
Jalin Conyers,Football,NFL,993333,JB Sports,https://www.athleteagent.com/agencies/141/clients
Jay Higgins,Football,NFL,995000,JB Sports,https://www.athleteagent.com/agencies/141/clients
Josey Jewell,Football,NFL,5500000,JB Sports,https://www.athleteagent.com/agencies/141/clients
Josh Butler,Football,NFL,877500,JB Sports,https://www.athleteagent.com/agencies/141/clients
Kristian Welch,Football,NFL,1010000,JB Sports,https://www.athleteagent.com/agencies/141/clients
Michael Jacobson,Football,NFL,0,JB Sports,https://www.athleteagent.com/agencies/141/clients
Mitchell Evans,Football,NFL,1147742,JB Sports,https://www.athleteagent.com/agencies/141/clients
Noah Gray,Football,NFL,948444,JB Sports,https://www.athleteagent.com/agencies/141/clients
Robert Tonyan,Football,NFL,2650000,JB Sports,https://www.athleteagent.com/agencies/141/clients
Sam LaPorta,Football,NFL,2366498,JB Sports,https://www.athleteagent.com/agencies/141/clients
Sebastian Castro,Football,NFL,0,JB Sports,https://www.athleteagent.com/agencies/141/clients
Tanner McLachlan,Football,NFL,0,JB Sports,https://www.athleteagent.com/agencies/141/clients
Tanner Mordecai,Football,NFL,0,JB Sports,https://www.athleteagent.com/agencies/141/clients
Thomas Yassmin,Football,NFL,0,JB Sports,https://www.athleteagent.com/agencies/141/clients
Tucker Kraft,Football,NFL,1384484,JB Sports,https://www.athleteagent.com/agencies/141/clients
Tyler Neville,Football,NFL,0,JB Sports,https://www.athleteagent.com/agencies/141/clients
Aiden Williams,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Ameer Speed,Football,NFL,993334,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Ben Stille,Football,NFL,216000,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Bralyn Lux,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Brandon George,Football,NFL,993333,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Brenton Cox Jr.,Football,NFL,1352000,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Byron Cowart,Football,NFL,1362500,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Cam Lampkin,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Cam Miller,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Carter Runyon,Football,NFL,922500,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Chandler Martin,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Chris Edmonds,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
D'Angelo Ross,Football,NFL,1855000,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Dallas Gant,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Dan Chisena,Football,NFL,765000,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Darnell Savage,Football,NFL,2503538,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Dell Pettus,Football,NFL,946333,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Drew Moss,Football,NFL,995000,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Eli Mostaert,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Foster Moreau,Football,NFL,4078000,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Henry Byrd,Football,NFL,903333,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Isaac Guerendo,Football,NFL,1181132,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Isaiah McDuffie,Football,NFL,902677,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Jack Gibbens,Football,NFL,1300000,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Jack Stoll,Football,NFL,815833,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Jacobe Covington,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Jacoby Windmon,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Joe Flacco,Football,NFL,4250000,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Jon Rhattigan,Football,NFL,1100000,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Jose Ramirez,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Justin Watson,Football,NFL,2500000,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Ke'Shawn Williams,Football,NFL,840000,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Kimani Vidal,Football,NFL,960000,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Kyle Juszczyk,Football,NFL,6750000,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Luke Kandra,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Luke Schoonmaker,Football,NFL,1566672,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Mac Dalena,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Marcus Haynes,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Mason Tipton,Football,NFL,946667,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Matt Araiza,Football,NFL,969037,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Montrell Washington,Football,NFL,1765000,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Nazir Stackhouse,Football,NFL,993333,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Nic Jones,Football,NFL,979444,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Nick Kubitz,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Nick Nash,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Quez Watkins,Football,NFL,866166,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Reid Holskey,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Ricky White III,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Samuel Womack,Football,NFL,985831,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Sean Tucker,Football,NFL,898333,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Sone Ntoh,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Storm Norton,Football,NFL,1010000,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Tomon Fox,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Tre Watson,Football,NFL,0,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Truman Jones,Football,NFL,922500,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Will Fries,Football,NFL,17544000,JL Sports Agency,https://www.athleteagent.com/agencies/142/clients
Damar Hamlin,Football,NFL,910119,Jaster Athletes,https://www.athleteagent.com/agencies/1319/clients
Jayden Daniels,Football,NFL,9436663,Jayden Daniels Enterprises,https://www.athleteagent.com/agencies/1059/clients
Caleb Williams,Football,NFL,9871515,Jonesworks,https://www.athleteagent.com/agencies/233/clients
Russell Wilson,Football,NFL,10500000,Jonesworks,https://www.athleteagent.com/agencies/233/clients
Tyler Badie,Football,NFL,958655,Jordan Thompson,https://www.athleteagent.com/agencies/1178/clients
Tyrone Wheatley Jr.,Football,NFL,960000,Jordan Thompson,https://www.athleteagent.com/agencies/1178/clients
DK Metcalf,Football,NFL,24000000,Joseph Keels,https://www.athleteagent.com/agencies/1058/clients
Ja'seem Reed,Football,NFL,0,Joseph Keels,https://www.athleteagent.com/agencies/1058/clients
Johnathan Baldwin,Football,NFL,0,Joseph Keels,https://www.athleteagent.com/agencies/1058/clients
Johnny Wilson,Football,NFL,1054252,Joseph Keels,https://www.athleteagent.com/agencies/1058/clients
Barry Wesley,Football,NFL,0,KMM Sports,https://www.athleteagent.com/agencies/474/clients
Bruce Harmon,Football,NFL,0,KMM Sports,https://www.athleteagent.com/agencies/474/clients
Cooper McDonald,Football,NFL,988333,KMM Sports,https://www.athleteagent.com/agencies/474/clients
David Moore,Football,NFL,1422500,KMM Sports,https://www.athleteagent.com/agencies/474/clients
Donte Kent,Football,NFL,1083363,KMM Sports,https://www.athleteagent.com/agencies/474/clients
Drake Stoops,Football,NFL,0,KMM Sports,https://www.athleteagent.com/agencies/474/clients
Emany Johnson,Football,NFL,0,KMM Sports,https://www.athleteagent.com/agencies/474/clients
Ethan Downs,Football,NFL,0,KMM Sports,https://www.athleteagent.com/agencies/474/clients
John Jackson III,Football,NFL,0,KMM Sports,https://www.athleteagent.com/agencies/474/clients
Keaton Sutherland,Football,NFL,0,KMM Sports,https://www.athleteagent.com/agencies/474/clients
Malik Dixon-Williams,Football,NFL,0,KMM Sports,https://www.athleteagent.com/agencies/474/clients
Montorie Foster,Football,NFL,0,KMM Sports,https://www.athleteagent.com/agencies/474/clients
Quinton Newsome,Football,NFL,0,KMM Sports,https://www.athleteagent.com/agencies/474/clients
Tress Way,Football,NFL,2872500,KMM Sports,https://www.athleteagent.com/agencies/474/clients
Jacob Bayer,Football,NFL,0,KRS III Sports Management,https://www.athleteagent.com/agencies/1125/clients
Oscar Cardenas,Football,NFL,0,KRS III Sports Management,https://www.athleteagent.com/agencies/1125/clients
Tucker Addington,Football,NFL,0,KRS III Sports Management,https://www.athleteagent.com/agencies/1125/clients
Zaire Mitchell-Paden,Football,NFL,840000,KRS III Sports Management,https://www.athleteagent.com/agencies/1125/clients
Chris Jones,Football,NFL,31750000,Katz Brothers Sports,https://www.athleteagent.com/agencies/505/clients
Demarcus Robinson,Football,NFL,4000000,Katz Brothers Sports,https://www.athleteagent.com/agencies/505/clients
Jordan Mason,Football,NFL,856667,Katz Brothers Sports,https://www.athleteagent.com/agencies/505/clients
Keith Kirkwood,Football,NFL,1010000,Katz Brothers Sports,https://www.athleteagent.com/agencies/505/clients
Charvarius Ward,Football,NFL,18000000,King Sports & Entertainment,https://www.athleteagent.com/agencies/940/clients
L'Jarius Sneed,Football,NFL,982330,King Sports & Entertainment,https://www.athleteagent.com/agencies/940/clients
A.T. Perry,Football,NFL,1338788,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Aaron Stinnie,Football,NFL,1337500,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Aireontae Ersery,Football,NFL,2302910,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Alfred Collins,Football,NFL,2576722,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Anfernee Jennings,Football,NFL,4000000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Antwane Wells Jr.,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Antwaun Powell-Ryland,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Ar'Darius Washington,Football,NFL,3263000,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Arnold Ebiketie,Football,NFL,2204672,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Arvell Reese,Football,NFL,0,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
Audric Estime,Football,NFL,1017500,Klutch Sports Group,https://www.athleteagent.com/agencies/144/clients
